,Type of Travel,Inflight wifi service,Customer Type,Online boarding,Checkin service,Class,Inflight service,Baggage handling,Seat comfort,Cleanliness,On-board service,Leg room service,True_Y,Predicted_Y_Naive Bayes (GaussianNB)
7115,0,4,1,4,4,1,4,5,1,1,2,1,1,0
7123,0,3,0,3,3,0,4,4,3,3,4,2,0,1
7133,0,0,1,0,5,0,4,5,2,5,4,4,1,0
7142,1,5,0,5,5,1,2,2,4,4,1,3,1,0
7145,0,3,0,3,2,0,2,3,3,3,4,4,0,1
7149,0,2,0,3,3,1,2,5,2,2,4,4,1,0
7160,0,3,0,3,3,0,2,4,3,3,4,4,0,1
7163,1,4,0,4,5,1,4,4,4,4,3,2,1,0
7167,0,4,0,1,5,1,4,4,1,3,4,4,1,0
7171,0,1,0,2,1,0,2,2,2,2,5,3,1,0
7176,0,4,0,4,2,0,4,4,4,3,4,4,0,1
7181,0,4,1,4,3,1,4,4,1,1,4,5,1,0
7204,0,4,0,4,3,1,4,4,5,5,3,2,0,1
7224,1,4,0,4,2,1,1,4,3,3,2,1,1,0
7232,0,4,1,4,4,0,4,5,4,2,5,4,0,1
7237,0,2,0,3,1,0,5,5,3,3,1,4,1,0
7244,1,0,0,2,1,1,2,2,3,4,2,0,1,0
7245,0,5,1,0,3,0,5,5,2,2,5,2,1,0
7246,0,5,1,0,3,0,4,5,2,2,3,4,1,0
7250,0,4,0,4,4,0,3,3,4,4,1,5,0,1
7262,0,3,1,3,3,0,4,5,4,3,4,4,0,1
7269,0,4,0,2,2,0,4,4,3,2,4,4,0,1
7280,0,0,0,0,2,1,3,4,2,2,1,4,1,0
7283,0,4,0,4,2,0,3,4,4,4,4,5,0,1
7292,0,4,0,4,4,0,3,3,4,4,1,1,0,1
7306,0,3,0,3,4,0,3,3,3,4,3,3,0,1
7309,0,4,1,4,2,1,5,1,1,1,3,5,1,0
7312,0,4,1,4,5,0,5,5,1,1,4,3,1,0
7316,0,3,1,3,5,0,5,5,5,5,5,5,0,1
7331,1,5,0,0,3,1,5,4,5,5,4,2,1,0
7332,1,5,0,5,4,1,3,4,2,2,1,2,1,0
7350,0,0,1,0,3,0,5,4,5,5,4,4,1,0
7361,1,5,0,5,1,1,3,2,4,3,2,5,1,0
7362,0,5,1,2,3,0,4,4,1,1,3,2,1,0
7368,0,3,0,4,3,0,1,2,4,4,1,4,1,0
7369,0,3,1,5,5,1,3,4,5,5,3,3,0,1
7387,0,4,0,3,3,0,4,3,4,3,2,3,0,1
7402,0,5,0,1,3,0,5,5,3,4,5,4,0,1
7406,0,3,0,4,1,0,3,3,4,2,3,4,0,1
7411,0,0,1,0,4,0,5,4,4,4,3,2,1,0
7436,0,2,0,2,4,1,3,4,2,2,5,5,1,0
7442,1,4,0,4,2,1,5,1,2,2,3,5,1,0
7443,1,4,0,4,1,1,4,3,4,4,3,5,1,0
7453,0,4,1,4,4,0,4,5,4,4,3,3,0,1
7456,0,4,1,4,5,1,2,4,4,4,3,3,1,0
7465,0,0,0,0,4,2,3,2,4,5,1,5,1,0
7466,0,4,0,4,4,2,4,4,4,4,4,4,0,1
7472,0,4,0,4,1,0,3,4,4,1,3,3,0,1
7482,0,2,0,2,5,1,5,3,2,2,3,4,1,0
7484,0,4,0,1,4,2,4,4,3,5,4,4,1,0
7485,0,4,0,2,5,0,4,3,1,1,4,4,1,0
7497,0,3,0,2,4,0,3,3,3,4,3,3,0,1
7498,0,1,0,4,5,0,2,2,3,4,2,2,1,0
7499,0,4,0,4,2,0,3,3,4,4,4,3,0,1
7513,0,4,0,4,3,0,4,4,3,3,4,4,0,1
7521,0,3,1,3,4,0,4,5,3,3,4,4,0,1
7532,0,3,0,3,2,1,3,3,2,3,3,3,1,0
7542,0,5,0,4,3,1,3,4,2,5,3,2,0,1
7545,0,3,0,4,4,0,3,3,4,2,3,3,0,1
7547,0,4,0,4,3,0,2,3,3,3,3,3,0,1
7548,0,3,0,3,2,0,3,3,3,4,3,3,0,1
7549,1,5,0,5,4,1,4,3,3,3,5,2,1,0
7551,0,3,0,4,4,0,2,2,4,3,2,2,1,0
7569,0,5,1,5,4,0,1,4,1,1,2,5,1,0
7575,0,4,0,4,3,1,2,5,4,4,1,2,1,0
7608,0,0,0,4,4,0,1,1,5,4,1,1,1,0
7615,0,3,0,3,4,0,3,4,3,3,3,5,0,1
7624,1,4,0,5,4,1,3,3,5,3,3,4,1,0
7649,0,4,0,4,2,2,1,1,4,4,4,5,1,0
7660,0,5,1,5,3,1,3,3,2,2,2,5,1,0
7684,0,4,0,4,1,1,3,1,4,4,4,3,1,0
7695,0,4,0,4,2,0,3,3,4,4,4,4,0,1
7698,0,5,1,5,3,1,3,1,4,4,1,3,1,0
7703,0,4,0,5,5,2,3,3,2,2,3,4,1,0
7705,0,3,0,4,4,1,3,3,4,3,3,3,0,1
7710,1,4,0,4,5,1,1,2,3,3,1,3,1,0
7722,0,4,1,4,5,1,5,2,5,5,4,2,0,1
7724,1,5,0,4,4,1,2,2,4,3,2,2,1,0
7727,0,4,1,4,5,0,5,4,1,1,5,4,1,0
7739,1,4,0,3,5,1,5,4,3,3,3,2,1,0
7752,0,4,0,4,2,0,4,4,4,2,4,4,0,1
7765,0,4,0,3,1,0,4,4,3,1,4,3,0,1
7782,0,4,1,4,3,0,4,4,2,5,5,3,0,1
7789,0,4,0,4,4,1,3,3,4,4,2,3,0,1
7793,0,4,0,3,3,0,4,4,3,2,4,4,0,1
7794,1,4,1,4,3,1,4,3,4,4,3,4,1,0
7795,0,4,1,4,3,0,4,5,3,4,5,4,0,1
7800,1,4,0,3,4,1,3,3,3,3,3,5,1,0
7807,1,0,0,1,3,1,5,5,4,1,5,0,1,0
7809,0,0,1,0,3,0,5,4,5,2,5,5,1,0
7810,0,4,1,4,5,0,4,5,3,3,4,3,0,1
7814,0,4,0,4,2,1,3,5,4,4,1,2,1,0
7820,0,3,0,3,2,1,2,4,3,3,3,1,1,0
7826,0,4,0,4,4,0,2,1,4,4,4,3,0,1
7828,1,4,0,4,3,1,4,5,2,2,4,2,1,0
7831,0,3,0,3,3,1,4,4,3,3,3,5,0,1
7837,0,4,1,4,3,0,1,3,2,2,2,5,1,0
7872,1,4,0,4,5,1,4,5,1,1,4,4,1,0
7873,0,4,0,3,4,0,4,4,4,2,4,4,0,1
7884,1,4,0,4,4,1,5,4,1,1,5,2,1,0
7885,1,5,0,5,5,1,2,3,3,4,3,2,1,0
7894,0,5,1,5,4,1,4,3,1,1,4,3,1,0
7896,0,4,0,4,1,1,1,1,4,4,5,2,1,0
7905,0,3,0,3,3,0,3,3,3,3,3,3,0,1
7932,0,3,0,4,3,0,3,3,4,2,3,3,0,1
7935,0,2,0,4,4,0,4,2,4,1,4,3,0,1
7936,1,5,0,5,4,1,5,5,1,1,5,3,1,0
7937,0,3,0,3,4,0,3,3,4,2,3,3,0,1
7955,1,5,0,5,4,1,5,4,1,1,3,3,1,0
7957,0,4,0,3,2,0,4,4,3,4,4,4,0,1
7964,0,0,0,0,1,2,5,1,3,3,1,1,1,0
7965,1,4,0,5,5,1,4,5,5,5,5,4,0,1
7982,1,4,0,4,4,0,2,4,4,2,2,4,1,0
7988,0,4,1,4,4,1,4,4,2,2,4,3,1,0
7999,0,4,1,4,5,1,3,1,3,3,1,2,1,0
8028,1,5,0,5,4,2,4,5,1,1,3,5,1,0
8034,1,5,0,5,2,1,3,2,1,1,5,2,1,0
8036,0,4,0,4,2,0,4,4,3,4,4,4,0,1
8042,0,4,0,4,1,1,3,5,4,4,1,3,1,0
8044,0,4,0,3,4,0,3,4,4,4,3,1,0,1
8063,0,4,0,4,1,2,4,3,4,4,3,2,1,0
8070,1,4,0,4,4,1,5,4,4,4,4,3,1,0
8071,1,4,0,1,4,0,3,3,5,2,2,3,1,0
8085,0,2,0,3,5,2,5,2,2,2,5,5,1,0
8087,0,4,0,5,1,2,3,3,4,4,1,3,1,0
8094,0,0,0,0,4,1,4,1,4,4,4,3,1,0
8095,0,4,1,4,5,1,5,5,3,3,3,4,0,1
8109,0,4,1,5,2,1,4,4,5,5,2,5,0,1
8114,0,1,0,1,3,0,4,4,4,1,4,4,1,0
8116,0,4,0,3,1,0,4,4,3,4,4,4,0,1
8122,0,5,1,0,5,0,5,4,3,3,4,3,1,0
8124,0,4,0,4,4,0,4,4,4,4,4,4,0,1
8125,0,4,1,4,4,1,4,4,5,5,4,4,0,1
8151,1,4,0,4,4,1,2,2,2,2,2,2,1,0
8154,0,4,1,4,4,1,4,4,1,1,5,3,1,0
8155,0,5,1,5,3,1,4,4,1,1,3,5,1,0
8162,0,4,1,4,5,0,5,4,1,1,3,2,1,0
8171,0,4,0,4,1,1,5,5,4,4,1,1,1,0
8177,1,4,0,2,5,1,4,5,1,1,2,3,1,0
8179,0,4,0,4,4,0,4,4,3,1,4,4,0,1
8185,1,5,0,5,4,1,4,5,3,3,3,2,1,0
8197,0,4,0,3,2,0,3,3,4,4,3,2,0,1
8209,0,0,1,0,5,1,5,4,4,2,5,3,1,0
8216,0,2,0,2,3,2,2,2,1,1,4,2,1,0
8227,0,4,1,4,4,1,4,4,5,5,4,4,0,1
8239,1,4,0,4,5,1,5,5,5,5,5,4,0,1
8241,0,3,0,3,4,0,4,3,3,3,1,5,0,1
8253,1,5,0,1,5,1,1,1,2,1,1,0,1,0
8260,1,4,0,4,1,1,5,4,2,2,4,3,1,0
8267,0,3,1,3,1,0,5,1,4,4,1,2,1,0
8290,0,0,0,0,2,2,4,2,3,3,2,5,1,0
8296,0,4,0,4,2,0,4,4,4,4,3,3,0,1
8299,0,5,1,5,3,1,1,2,1,1,5,2,1,0
8301,1,4,0,3,1,1,4,4,3,3,2,1,1,0
8316,0,2,0,4,3,0,2,2,5,3,2,2,1,0
8322,0,3,0,3,3,0,3,3,3,4,3,3,0,1
8334,1,4,0,5,5,1,5,4,5,5,5,5,0,1
8337,0,4,0,4,2,2,2,2,4,4,3,1,1,0
8343,0,3,0,3,1,0,3,3,4,4,3,3,0,1
8351,0,2,0,1,3,1,2,2,5,4,2,2,1,0
8361,0,0,1,0,5,0,4,5,3,3,3,3,1,0
8365,0,4,0,4,3,0,4,4,3,2,4,4,0,1
8366,0,4,0,1,1,0,4,4,3,2,4,4,1,0
8377,1,4,0,4,1,1,5,3,2,2,5,3,1,0
8380,0,1,1,1,4,0,5,5,4,4,4,5,0,1
8401,0,4,0,3,4,0,4,4,3,2,4,4,0,1
8406,0,4,0,2,4,0,4,4,3,4,4,4,0,1
8422,0,4,1,4,5,0,4,4,1,1,5,3,1,0
8427,1,4,0,4,4,1,5,4,5,5,4,5,1,0
8432,0,3,1,3,5,0,5,4,5,5,4,4,0,1
8436,1,5,0,5,1,1,4,3,4,4,1,5,1,0
8439,1,5,0,5,4,2,4,3,4,4,2,4,1,0
8441,1,5,0,5,3,1,5,4,2,2,3,2,1,0
8449,0,0,0,2,4,0,3,3,2,1,3,3,1,0
8454,0,4,1,4,3,1,4,4,1,1,3,4,1,0
8456,0,4,0,3,3,0,4,4,3,4,4,4,0,1
8460,0,3,1,3,3,0,5,5,5,5,5,4,0,1
8474,0,4,0,4,3,0,3,4,4,4,3,3,0,1
8489,0,3,0,3,3,1,4,3,3,3,3,2,1,0
8492,0,1,0,4,4,0,3,1,3,4,3,3,0,1
8493,0,4,1,4,1,1,3,3,3,3,3,1,1,0
8494,0,4,0,4,2,2,5,3,4,4,1,3,1,0
8498,0,2,0,5,5,0,1,1,5,3,1,2,1,0
8506,0,4,0,4,1,1,4,4,4,1,4,4,0,1
8514,0,3,0,4,1,0,3,3,3,4,3,3,0,1
8529,0,3,0,2,4,0,3,1,2,2,5,4,1,0
8543,0,3,0,3,3,0,3,3,3,3,3,3,0,1
8553,0,4,0,4,5,1,1,1,4,4,3,1,1,0
8557,0,3,0,1,1,0,4,4,2,5,4,4,1,0
8569,0,4,0,4,4,0,4,4,4,2,4,3,0,1
8572,0,4,1,4,3,1,2,1,3,3,4,4,1,0
8575,1,0,0,0,4,1,5,4,5,5,3,5,1,0
8580,1,4,0,4,2,1,3,4,4,4,1,3,1,0
8588,0,0,0,3,5,0,2,2,2,1,2,2,1,0
8593,0,1,0,4,4,0,3,1,4,2,3,3,0,1
8616,0,3,1,3,4,0,5,5,5,5,3,2,0,1
8626,1,0,0,0,3,1,3,4,4,4,3,1,1,0
8636,1,0,0,0,1,1,4,4,5,5,2,5,1,0
8641,0,2,0,4,2,0,1,1,4,4,2,5,1,0
8653,0,3,0,4,4,0,3,3,3,1,3,3,0,1
8664,0,4,1,4,3,0,5,5,5,5,3,5,0,1
8671,1,0,0,0,2,1,2,3,3,4,4,2,1,0
8672,0,3,1,3,5,0,4,5,5,5,3,5,0,1
8691,0,2,0,1,3,0,4,4,2,4,4,4,1,0
8709,0,4,0,4,2,0,4,4,4,4,4,3,0,1
8725,1,4,0,5,3,1,1,1,4,4,1,4,1,0
8734,0,4,0,3,1,0,4,4,4,1,4,3,0,1
8735,0,4,1,4,3,0,5,4,4,4,3,3,0,1
8749,0,3,0,3,3,0,3,3,4,2,3,3,0,1
8758,0,1,0,4,3,0,2,2,4,3,2,2,1,0
8761,0,5,1,5,4,1,3,3,1,1,3,1,1,0
8765,0,4,1,4,4,1,4,5,1,1,3,5,1,0
8771,0,3,0,4,4,0,3,3,4,3,3,3,0,1
8774,0,1,1,1,5,0,4,5,4,4,5,4,0,1
8778,0,2,0,4,3,0,2,2,5,3,2,2,1,0
8783,1,3,0,5,5,0,5,5,5,4,5,3,0,1
8788,0,0,0,3,4,1,1,5,4,4,3,2,1,0
8789,0,4,1,4,3,0,4,4,2,2,3,5,1,0
8802,0,3,0,4,1,0,3,3,4,3,3,3,0,1
8829,0,4,1,3,5,1,5,5,2,2,4,5,1,0
8837,0,3,0,3,5,2,5,2,3,3,1,2,1,0
8840,0,2,0,2,4,1,5,5,2,2,1,5,1,0
8843,0,0,0,4,3,0,1,1,1,4,1,1,1,0
8845,0,3,0,5,2,1,2,5,3,3,1,4,1,0
8848,0,2,0,1,4,0,4,4,2,3,4,4,1,0
8849,1,5,0,5,4,1,4,5,3,3,3,2,1,0
8852,0,0,1,0,2,1,1,2,4,4,3,5,1,0
8863,0,5,1,5,1,1,5,3,1,1,4,1,1,0
8868,1,0,0,0,5,1,5,4,1,1,5,3,1,0
8872,1,5,0,4,4,1,1,1,3,3,1,5,1,0
8876,0,2,0,2,3,1,2,5,2,2,2,4,1,0
8886,0,3,0,4,2,0,3,3,3,3,3,3,0,1
8890,1,4,0,4,4,1,4,4,4,4,1,1,1,0
8893,0,4,0,4,5,1,1,4,4,4,1,3,1,0
8896,1,0,0,0,4,1,4,4,4,4,4,4,1,0
8898,0,2,1,2,5,0,5,5,4,5,5,2,0,1
8909,0,4,0,4,2,2,5,4,4,4,1,3,1,0
8913,0,0,0,0,5,1,1,4,1,1,3,4,1,0
8920,0,3,0,4,4,0,3,3,3,2,3,3,0,1
8939,0,3,1,3,5,0,4,5,4,4,4,3,0,1
8949,0,3,0,3,2,0,3,3,4,4,3,3,0,1
8952,0,4,0,4,2,0,4,4,3,2,4,4,0,1
8954,1,5,0,5,4,1,4,5,3,3,3,4,1,0
8955,0,4,1,4,3,0,4,4,5,5,5,3,0,1
8965,0,4,0,4,4,0,3,3,4,4,3,4,0,1
8980,0,4,1,4,1,1,3,4,4,2,4,2,1,0
8984,1,4,0,4,5,1,4,1,1,1,5,2,1,0
8988,0,4,0,5,5,0,2,2,1,2,2,2,1,0
8989,0,5,1,0,3,1,5,1,3,3,5,1,1,0
8990,0,1,1,5,5,0,3,5,5,5,2,4,0,1
8991,0,0,1,0,5,0,5,4,3,3,5,2,1,0
8994,0,2,1,2,3,0,5,4,2,2,5,4,1,0
8997,0,3,1,3,3,0,4,4,3,3,3,4,1,0
9004,0,0,1,0,1,1,5,3,1,2,5,5,1,0
9024,1,0,0,5,3,1,2,2,5,4,2,1,1,0
9046,0,4,0,4,2,2,4,4,4,4,1,5,1,0
9052,1,0,0,4,5,1,4,4,4,3,4,0,1,0
9053,0,3,0,3,3,2,3,2,3,3,2,4,1,0
9054,0,3,0,4,3,0,1,2,4,4,1,3,1,0
9055,1,0,0,3,2,1,4,3,3,3,4,0,1,0
9059,0,4,0,4,4,0,3,2,4,4,2,3,0,1
9070,0,0,0,2,4,0,1,1,4,4,1,1,1,0
9084,1,0,0,0,2,1,3,3,1,1,1,5,1,0
9088,0,4,1,4,3,1,4,4,4,4,4,4,0,1
9093,1,4,0,5,4,1,5,5,5,4,5,4,0,1
9096,0,4,0,3,4,0,4,4,4,2,4,4,0,1
9097,0,3,1,3,4,1,5,4,1,1,4,5,1,0
9100,0,2,1,2,5,0,1,5,1,1,3,4,1,0
9105,0,3,0,3,2,0,3,3,3,4,3,3,0,1
9126,0,3,0,4,5,1,1,1,3,3,1,2,1,0
9137,0,3,0,3,4,1,4,3,4,3,3,4,0,1
9146,0,1,0,3,1,0,2,1,3,3,5,4,1,0
9150,1,4,0,2,5,1,3,3,2,5,3,4,1,0
9158,0,0,0,1,3,0,5,5,1,1,5,3,1,0
9167,1,4,0,5,4,0,5,5,5,5,5,4,0,1
9168,0,4,0,4,2,0,4,4,3,2,4,4,0,1
9179,1,0,0,0,3,1,3,3,4,4,3,1,1,0
9181,0,3,1,3,4,0,4,4,1,2,3,2,1,0
9183,0,4,0,3,3,1,4,4,1,3,4,4,1,0
9184,0,2,0,4,3,1,2,2,4,4,2,2,1,0
9217,0,3,0,3,4,1,4,3,3,3,4,5,0,1
9218,0,5,1,5,3,1,5,2,1,1,2,3,1,0
9228,1,0,0,0,5,1,4,5,2,2,4,4,1,0
9238,0,3,0,3,1,0,2,2,3,3,2,2,1,0
9244,1,4,0,2,4,1,4,5,4,4,4,4,1,0
9264,0,4,1,4,3,1,2,4,4,4,5,2,1,0
9266,0,0,1,0,1,1,4,4,5,5,1,2,1,0
9267,0,4,1,4,4,0,2,4,3,3,1,4,1,0
9277,0,3,0,4,3,0,3,3,4,4,3,3,0,1
9279,0,4,1,4,4,0,5,5,5,4,5,4,0,1
9287,0,4,0,2,3,1,4,4,1,4,4,4,1,0
9316,1,4,0,4,3,1,2,2,4,4,2,1,1,0
9333,0,3,0,4,1,0,3,3,4,2,3,3,0,1
9334,0,3,1,3,4,0,4,5,4,4,3,3,0,1
9336,0,3,1,3,5,0,5,4,5,2,3,4,0,1
9344,0,3,0,3,2,0,4,3,3,3,4,2,0,1
9353,0,3,0,3,5,0,4,4,1,1,4,4,1,0
9377,0,0,0,2,5,0,1,3,2,2,2,3,1,0
9381,0,3,0,3,4,1,3,4,3,3,4,4,0,1
9387,0,3,0,4,3,0,3,3,4,2,3,3,0,1
9398,1,5,0,5,4,1,5,4,3,3,4,2,1,0
9405,0,3,0,2,1,0,2,2,1,1,2,2,1,0
9407,1,0,0,0,3,1,2,4,1,3,5,3,1,0
9408,0,4,1,4,1,1,3,4,3,3,4,3,1,0
9411,1,5,0,4,4,2,3,3,5,4,3,5,1,0
9419,1,4,0,5,4,1,2,2,4,5,2,4,1,0
9425,0,0,0,2,1,0,1,3,5,3,1,3,1,0
9438,0,4,0,4,5,1,1,2,4,4,3,1,1,0
9461,0,0,0,2,1,0,3,3,5,1,3,3,1,0
9474,0,4,0,4,4,1,2,1,4,4,1,4,1,0
9477,0,3,0,2,4,1,3,3,5,1,3,3,1,0
9484,0,3,0,1,1,0,4,4,1,5,4,4,1,0
9495,1,5,0,5,3,2,3,3,1,3,1,1,1,0
9503,0,4,0,4,1,1,3,1,4,4,3,2,1,0
9515,0,4,1,4,5,1,5,4,2,2,4,3,1,0
9524,0,4,1,4,4,0,4,5,1,1,4,2,1,0
9528,0,4,1,4,5,1,5,4,1,1,3,3,1,0
9532,0,4,1,4,3,0,4,4,1,1,5,5,1,0
9538,1,4,0,4,3,1,4,4,3,3,3,4,1,0
9553,0,3,1,3,3,0,5,4,5,5,5,5,0,1
9561,1,5,0,3,2,0,2,2,3,2,2,5,1,0
9565,0,3,0,4,4,1,3,3,3,3,3,3,0,1
9566,1,5,0,5,2,1,3,4,1,1,3,3,1,0
9571,1,4,0,4,4,1,5,5,4,4,4,3,1,0
9576,0,3,0,3,3,0,4,3,3,3,1,5,0,1
9590,0,4,0,4,3,0,4,4,3,1,4,4,0,1
9597,1,5,1,5,3,1,4,3,5,1,1,1,1,0
9604,0,4,1,4,4,0,4,4,2,2,4,2,1,0
9605,1,0,0,0,2,1,4,3,5,5,4,2,1,0
9615,0,5,1,5,4,2,4,2,3,3,3,3,1,0
9617,0,5,1,5,3,1,4,4,2,2,4,2,1,0
9621,1,4,0,2,4,1,2,2,4,4,1,3,1,0
9634,1,0,0,0,1,1,3,2,3,3,2,4,1,0
9644,0,3,1,3,4,0,5,4,3,5,5,3,0,1
9651,0,0,0,0,5,1,5,5,5,5,1,3,1,0
9657,0,4,0,4,1,2,5,2,4,4,1,5,1,0
9658,0,4,0,4,1,1,4,4,4,4,3,2,0,1
9672,0,0,0,5,3,0,1,1,5,4,1,1,1,0
9676,0,3,0,3,2,1,4,4,3,4,4,3,0,1
9688,0,4,0,4,2,0,4,3,4,4,1,5,0,1
9689,0,3,0,3,4,0,4,4,3,3,3,1,0,1
9707,0,0,1,0,3,0,4,4,5,5,5,3,1,0
9710,0,3,0,4,2,0,3,3,4,3,3,3,0,1
9711,1,4,0,4,4,1,4,3,3,3,2,4,1,0
9712,0,2,0,1,2,0,4,4,1,3,4,4,1,0
9721,0,3,0,3,4,0,4,4,3,3,4,3,0,1
9730,0,1,0,5,3,0,1,1,4,4,1,2,1,0
9733,0,0,1,0,3,1,5,4,4,4,4,2,1,0
9738,1,5,0,5,5,1,4,5,2,2,4,4,1,0
9748,0,1,0,0,4,0,3,4,3,3,4,5,0,1
9792,1,5,0,4,4,1,5,5,3,3,3,5,1,0
9814,0,3,0,3,4,0,3,3,3,4,3,3,0,1
9827,0,4,0,4,2,1,3,4,4,4,2,1,1,0
9833,1,4,0,4,4,1,4,5,4,4,4,5,1,0
9835,0,4,0,4,4,1,2,1,4,4,2,3,1,0
9838,0,4,1,4,4,0,5,5,1,1,5,3,1,0
9846,0,4,1,4,5,0,4,5,5,5,4,3,0,1
9849,0,0,1,1,3,1,5,5,2,2,5,4,1,0
9850,0,0,1,0,4,1,4,5,4,4,5,1,1,0
9852,1,5,0,4,4,0,1,1,4,4,1,5,1,0
9853,0,3,0,2,2,0,4,5,2,2,4,3,1,0
9864,1,0,0,0,3,1,4,4,2,2,3,5,1,0
9870,0,3,0,3,2,0,2,5,3,3,3,2,1,0
9875,0,0,0,5,3,0,1,1,5,3,1,1,1,0
9876,0,4,0,1,4,0,4,4,1,1,4,4,1,0
9878,0,3,0,3,4,0,3,4,3,3,2,5,0,1
9886,0,3,0,3,5,2,3,2,3,3,4,1,1,0
9898,0,0,0,3,1,2,1,2,3,3,3,4,1,0
9900,0,3,1,4,3,1,4,4,5,3,4,5,0,1
9907,0,0,0,3,2,0,2,2,4,4,2,2,1,0
9912,0,4,1,4,2,1,3,4,2,2,3,4,1,0
9916,1,0,0,0,2,1,5,1,5,5,4,2,1,0
9927,0,3,0,4,2,0,3,3,4,3,3,3,0,1
9932,0,2,0,2,1,2,2,2,1,4,2,2,1,0
9935,0,2,1,4,4,0,4,5,4,4,3,4,0,1
9946,0,3,1,3,5,0,5,5,4,4,5,3,0,1
9947,1,5,0,3,3,1,5,5,3,4,5,5,1,0
9966,0,0,1,2,5,0,5,4,2,2,4,5,1,0
9967,0,4,0,4,2,1,2,1,4,4,2,5,1,0
9973,1,0,0,0,4,1,5,4,2,2,5,4,1,0
9992,0,4,0,3,4,0,4,4,3,3,4,4,0,1
9998,0,3,0,3,5,2,5,4,3,3,4,2,1,0
10006,0,4,0,4,3,2,3,5,4,4,1,5,1,0
10008,0,4,0,4,3,0,3,3,4,4,3,1,0,1
10020,0,3,1,3,5,0,5,5,5,5,3,2,0,1
10023,0,4,0,3,4,0,4,4,3,2,4,4,0,1
10029,0,3,0,3,2,0,4,3,3,3,3,3,0,1
10038,0,3,0,4,4,0,3,3,3,2,3,3,0,1
10039,1,4,0,4,5,1,5,5,5,5,5,5,0,1
10050,1,4,0,4,1,1,3,3,3,2,5,5,1,0
10088,0,0,0,1,1,0,3,5,1,4,3,2,1,0
10091,1,0,0,5,4,0,1,2,4,3,1,0,1,0
10095,0,4,1,1,1,0,5,5,1,1,2,4,1,0
10102,0,4,0,3,4,0,2,4,4,3,2,2,0,1
10112,0,4,0,4,4,1,3,1,4,4,1,4,1,0
10122,0,4,1,4,4,1,5,1,5,5,1,2,1,0
10136,0,1,0,1,3,0,3,3,5,3,3,3,1,0
10149,0,4,1,4,4,1,3,4,5,5,4,5,0,1
10160,0,3,1,3,2,1,4,4,5,5,2,4,1,0
10171,0,3,0,2,2,1,3,3,3,1,3,3,1,0
10181,1,4,0,4,3,1,4,4,3,4,3,3,1,0
10185,1,4,0,4,5,1,4,5,3,3,1,2,1,0
10193,0,5,0,5,1,2,3,2,5,5,3,1,1,0
10195,1,4,0,3,3,1,5,5,2,3,5,4,1,0
10197,1,4,0,5,4,1,5,5,3,3,3,4,1,0
10200,1,0,0,0,3,1,4,4,2,2,3,2,1,0
10205,0,4,0,4,3,1,4,4,4,4,4,3,0,1
10212,1,5,0,2,3,1,5,5,3,4,5,0,1,0
10213,0,4,0,4,3,1,3,5,3,4,1,2,1,0
10240,1,5,0,5,5,1,3,5,5,4,4,1,1,0
10264,0,4,0,4,3,1,4,3,4,4,1,1,1,0
10287,0,3,0,4,1,0,3,3,4,3,3,3,0,1
10288,0,3,1,3,4,0,3,4,4,4,4,5,0,1
10297,0,2,1,5,5,1,4,5,5,5,4,5,0,1
10303,1,0,0,0,4,1,5,4,4,4,4,3,1,0
10309,0,3,1,3,4,0,5,4,4,4,3,5,0,1
10313,0,4,0,2,1,1,4,4,4,1,4,4,1,0
10315,0,0,0,0,4,1,1,5,5,4,4,5,1,0
10316,0,0,0,0,4,1,4,4,2,2,2,1,1,0
10324,1,0,0,5,3,1,2,3,4,3,2,0,1,0
10342,0,0,1,0,5,0,4,5,5,5,3,4,1,0
10363,0,4,1,4,5,2,5,1,4,2,2,5,1,0
10374,0,4,0,3,1,0,4,4,2,3,4,4,0,1
10398,0,4,1,4,5,0,5,5,3,3,3,2,0,1
10400,0,3,0,3,3,0,3,3,3,3,3,3,0,1
10402,1,5,0,5,5,1,5,5,1,1,3,2,1,0
10413,0,4,0,4,1,1,2,1,4,4,4,2,1,0
10426,1,4,0,4,3,1,3,3,3,2,3,4,1,0
10428,0,3,0,3,3,2,2,1,3,3,1,1,1,0
10452,0,0,1,0,3,0,5,5,5,5,3,2,1,0
10453,1,4,0,4,4,1,1,1,4,4,1,4,1,0
10456,0,0,1,1,1,0,4,5,1,1,3,4,1,0
10459,0,4,0,1,1,1,4,4,2,1,4,4,1,0
10468,0,4,1,4,4,0,4,4,1,1,4,5,1,0
10475,1,5,0,5,2,1,4,4,3,3,4,2,1,0
10495,1,0,0,0,4,1,4,4,5,5,3,2,1,0
10497,0,3,0,4,2,0,3,3,4,3,3,2,0,1
10498,0,0,0,4,3,0,1,1,4,5,1,1,1,0
10499,0,4,0,3,3,2,4,4,2,2,4,4,1,0
10519,1,5,0,5,3,1,4,3,5,5,3,1,1,0
10525,0,3,0,3,2,0,4,3,3,3,2,4,0,1
10530,1,4,0,5,3,1,5,5,4,4,5,5,0,1
10531,0,4,1,4,3,0,5,5,1,1,4,5,1,0
10532,0,0,0,1,3,0,3,3,3,1,3,3,1,0
10538,0,1,0,5,4,0,2,2,1,5,2,2,1,0
10539,0,5,1,5,5,2,4,3,4,4,2,3,1,0
10545,1,0,0,4,3,1,5,5,1,1,3,2,1,0
10550,1,5,0,3,3,1,2,4,3,4,2,5,1,0
