,Type of Travel,Inflight wifi service,Customer Type,Online boarding,Checkin service,Class,Inflight service,Baggage handling,Seat comfort,Cleanliness,On-board service,Leg room service,True_Y,Predicted_Y_K-Nearest Neighbor
13751,0,0,0,0,2,1,4,4,5,5,4,4,1,0
13755,1,5,0,1,1,1,4,4,3,1,4,5,1,0
13769,1,0,0,0,3,1,2,2,3,5,4,4,1,0
13772,1,4,0,3,1,1,4,3,4,5,2,3,1,0
13784,0,4,1,4,4,0,5,4,4,4,4,5,0,1
13785,0,5,0,4,3,1,4,3,5,5,2,5,0,1
13802,0,4,1,4,4,0,3,3,4,4,4,2,0,1
13803,0,4,0,4,1,1,4,3,4,4,3,2,1,0
13812,1,0,0,0,1,1,1,2,3,3,3,4,1,0
13826,0,4,0,4,4,2,3,4,4,4,1,1,0,1
13863,0,4,0,3,4,1,4,4,4,1,4,4,0,1
13910,0,0,1,0,5,2,3,5,5,5,1,1,1,0
13929,1,4,0,4,3,2,4,4,4,4,4,5,0,1
13936,0,0,1,0,5,1,1,5,4,4,2,3,1,0
13943,0,4,1,4,2,1,5,2,4,3,5,1,0,1
14006,0,2,0,3,3,0,4,4,2,2,4,3,0,1
14020,0,4,0,4,2,1,3,2,4,4,3,4,0,1
14023,0,4,0,2,4,0,3,3,4,1,3,3,1,0
14042,0,4,0,4,4,0,4,4,3,2,4,4,0,1
14064,0,4,0,4,2,2,4,3,4,4,1,2,0,1
14092,0,3,0,3,5,1,1,2,3,3,1,1,1,0
14132,0,3,0,3,1,1,1,1,4,4,2,4,1,0
14201,0,0,1,0,3,1,2,4,2,2,2,2,1,0
14217,0,4,1,4,3,0,5,5,2,2,4,5,1,0
14220,0,4,1,4,3,1,1,5,2,2,1,4,1,0
14266,0,3,0,4,4,0,2,3,4,4,1,4,1,0
14271,0,3,0,5,3,0,4,3,4,4,2,5,1,0
14306,0,4,0,3,3,0,4,4,3,4,4,4,1,0
14312,0,5,1,5,2,1,2,1,4,4,3,1,1,0
14326,1,0,0,0,5,1,4,5,3,3,5,2,1,0
14329,0,3,0,3,2,0,4,4,4,4,4,4,1,0
14338,1,5,0,5,5,1,2,5,4,4,4,4,1,0
14363,0,3,0,2,4,1,3,3,5,1,3,3,1,0
14371,1,4,0,4,4,2,4,5,5,5,3,2,1,0
14391,0,4,0,4,3,1,3,1,4,4,4,4,0,1
14392,0,4,1,4,4,0,5,4,1,1,4,5,0,1
14399,0,4,0,3,2,1,4,4,4,2,4,4,0,1
14403,0,4,0,4,3,1,3,4,4,4,1,3,1,0
14415,1,5,0,4,4,2,4,4,4,4,2,3,1,0
14429,0,4,1,4,5,0,4,4,1,1,5,4,0,1
14450,0,0,1,0,4,1,5,5,5,5,5,4,1,0
14464,0,0,1,4,5,0,4,5,3,3,5,2,1,0
14487,0,3,1,3,3,0,4,5,2,2,3,5,1,0
14514,0,4,1,4,4,0,4,4,4,4,4,4,0,1
14519,0,4,1,4,5,1,5,2,2,2,3,4,0,1
14529,1,4,0,4,3,1,4,3,2,1,1,1,0,1
14531,0,4,1,5,5,0,4,4,3,3,5,5,0,1
14547,0,4,0,3,2,1,4,4,4,2,4,4,0,1
14561,0,4,0,3,1,0,4,3,2,2,4,4,1,0
14568,0,4,0,4,4,1,4,3,4,4,5,4,0,1
14569,0,4,1,5,3,1,4,5,4,4,3,4,0,1
14615,0,4,0,4,4,0,4,3,4,4,5,2,0,1
14623,1,4,0,5,5,0,5,3,4,4,5,4,1,0
14634,0,0,1,0,5,1,1,1,4,4,4,4,1,0
14646,0,0,0,2,3,0,1,1,4,3,1,1,1,0
14653,0,4,1,4,5,1,5,5,1,1,3,5,0,1
14665,0,0,0,2,2,0,4,2,2,2,4,4,1,0
14670,0,3,0,3,4,0,4,4,3,2,4,4,1,0
14714,0,2,0,4,1,2,2,2,4,4,2,2,1,0
14721,0,3,0,4,2,2,5,4,3,3,3,2,1,0
14729,1,4,0,4,4,1,4,3,4,4,3,2,1,0
14736,0,4,1,4,3,0,5,5,2,2,3,3,1,0
14744,0,4,0,4,3,1,2,3,4,4,4,2,0,1
14772,1,4,0,4,2,1,2,2,4,4,2,1,1,0
14782,0,4,1,4,2,0,5,2,1,1,4,4,0,1
14790,1,4,0,4,5,1,2,1,3,4,4,5,1,0
14800,0,4,0,4,3,0,4,4,4,3,4,4,0,1
14827,1,4,0,4,3,1,4,4,5,5,5,4,1,0
14831,1,0,0,2,3,2,2,3,5,5,1,1,1,0
14861,1,4,0,4,3,1,5,5,3,3,3,4,1,0
14867,1,5,0,5,3,2,5,5,5,3,5,4,1,0
14870,0,4,1,3,3,0,3,5,3,3,3,3,0,1
14874,0,0,1,0,3,1,3,3,2,2,4,5,1,0
14901,0,4,0,4,4,0,2,3,4,4,2,2,1,0
14933,1,4,0,3,2,0,4,4,5,1,4,4,1,0
14940,0,4,1,4,4,0,4,3,5,5,3,5,0,1
14944,0,4,0,4,3,0,4,4,4,4,4,3,0,1
14949,0,4,1,4,3,0,4,5,4,2,5,2,1,0
14980,0,3,0,3,3,0,3,3,3,3,3,3,1,0
15003,0,4,0,4,1,1,3,4,4,4,5,2,1,0
15024,0,4,0,3,3,1,4,4,4,3,4,4,0,1
15029,1,4,0,2,1,1,2,2,3,4,2,4,1,0
15053,1,5,0,5,1,1,4,3,5,5,2,1,1,0
15058,0,4,0,4,3,1,3,3,4,4,4,4,0,1
15061,1,4,0,5,5,1,4,5,3,5,3,4,0,1
15062,0,0,0,3,1,0,5,1,4,2,5,1,1,0
15081,1,4,0,4,4,1,2,2,3,3,4,5,0,1
15108,0,4,1,4,1,1,3,3,3,3,5,4,1,0
15111,0,5,0,4,2,0,4,3,4,4,4,3,1,0
15135,0,3,1,3,4,0,4,4,5,5,4,2,1,0
15150,1,4,0,4,4,1,3,2,4,4,1,3,1,0
15156,1,4,0,4,4,1,5,4,5,5,5,4,1,0
15159,0,4,0,3,1,1,3,3,2,4,3,4,1,0
15169,1,4,0,4,1,2,2,1,2,2,4,1,1,0
15175,0,4,1,4,1,1,5,1,1,2,1,3,1,0
15187,0,0,1,0,3,1,5,2,2,2,4,4,1,0
15201,1,4,0,4,4,1,4,5,3,3,4,4,0,1
15208,1,4,0,2,4,1,5,5,1,1,3,2,1,0
15210,0,3,1,3,3,0,4,3,1,1,3,3,1,0
15224,1,0,0,4,3,2,5,5,3,3,4,4,1,0
15241,0,0,0,4,3,0,1,1,4,4,1,1,1,0
15257,0,2,0,2,2,1,3,3,2,2,5,3,1,0
15258,1,4,0,4,3,1,5,5,3,3,3,5,1,0
15269,1,4,0,4,5,1,5,4,1,1,5,3,1,0
15272,0,4,0,2,5,0,3,3,1,4,3,3,1,0
15299,0,3,0,1,2,1,3,3,3,4,3,3,1,0
15304,0,1,1,0,3,0,5,4,3,3,3,4,0,1
15334,0,4,1,1,1,0,5,4,1,1,3,4,0,1
15337,0,1,0,2,2,0,3,5,2,2,2,3,1,0
15344,0,2,0,2,3,2,2,2,2,4,2,2,1,0
15348,0,2,0,3,1,1,2,2,2,2,2,2,1,0
15351,0,4,1,4,4,0,4,5,1,2,3,2,1,0
15362,1,0,0,4,3,1,5,1,5,5,5,0,1,0
15375,1,4,0,4,5,0,3,4,5,5,1,2,1,0
15414,1,3,0,5,1,1,2,3,2,2,4,3,0,1
15425,1,4,0,4,3,1,3,3,3,3,2,2,1,0
15435,0,5,0,4,1,1,4,3,5,5,4,4,1,0
15491,0,0,0,0,3,2,5,5,1,1,1,5,1,0
15501,0,4,0,4,3,0,3,3,4,4,3,5,0,1
15504,1,4,0,4,2,1,1,2,2,2,3,2,1,0
15506,0,4,1,4,4,0,1,4,3,4,2,4,0,1
15514,1,4,0,4,5,1,5,4,1,1,4,2,1,0
15528,0,4,1,3,5,0,4,4,3,2,4,4,0,1
15549,1,4,0,4,3,1,4,4,3,3,3,4,1,0
15554,0,2,1,2,4,0,5,4,5,5,5,2,1,0
15556,0,4,1,4,5,0,5,5,4,4,3,3,1,0
15571,0,4,1,4,5,0,4,4,4,4,3,5,0,1
15575,1,4,0,4,4,1,4,4,1,1,5,3,0,1
15583,0,5,1,4,1,1,3,5,1,1,2,5,1,0
15590,1,5,0,4,5,1,5,4,5,5,3,3,1,0
15631,1,5,0,2,4,1,5,4,2,2,5,2,1,0
15646,0,4,0,5,4,1,4,4,4,3,4,4,1,0
15650,0,4,0,4,2,2,3,3,4,4,1,2,0,1
15667,0,3,0,2,3,0,3,4,3,3,3,4,1,0
15670,0,3,1,3,3,1,5,2,5,5,4,2,1,0
15679,1,4,0,4,4,1,3,4,4,4,4,2,0,1
15689,0,5,1,2,2,1,4,5,2,2,1,3,1,0
15704,0,2,0,2,5,0,3,3,3,3,3,3,1,0
15705,0,4,1,4,5,1,5,5,1,1,3,2,0,1
15715,1,5,0,5,5,1,5,4,4,4,5,4,1,0
15722,1,4,0,3,2,1,4,4,4,4,4,4,0,1
15745,0,4,0,4,3,1,4,4,4,4,1,2,1,0
15747,0,2,1,3,3,0,5,5,2,3,5,2,1,0
15756,1,5,0,2,1,2,4,4,5,5,2,2,1,0
15764,0,0,1,1,5,0,4,4,4,4,5,5,1,0
15777,0,5,0,4,2,0,4,3,5,5,4,4,0,1
15803,0,4,1,4,2,1,2,3,3,4,5,3,1,0
15820,1,4,0,4,3,2,4,5,1,1,4,2,1,0
15833,0,4,0,3,3,2,5,5,2,4,5,4,0,1
15835,1,4,0,3,3,2,2,2,3,1,2,4,1,0
15882,1,5,0,5,4,1,2,3,5,5,2,2,1,0
15933,1,4,0,4,1,1,1,4,1,1,1,2,1,0
15943,0,4,0,4,2,2,2,2,4,4,2,2,0,1
15944,1,4,0,4,3,1,4,4,1,1,3,3,0,1
15959,1,4,0,4,3,1,5,4,4,4,3,3,0,1
15969,1,4,0,3,4,1,3,3,3,4,3,4,1,0
15973,1,5,0,4,5,2,1,1,5,5,1,5,1,0
16052,0,4,0,4,1,1,3,3,4,4,3,5,1,0
16058,0,4,1,4,4,1,4,2,2,2,2,3,1,0
16076,1,5,0,5,4,1,4,3,4,4,1,4,1,0
16080,0,4,1,4,4,1,5,5,4,4,4,2,1,0
16087,0,5,1,5,1,1,5,4,5,5,1,1,1,0
16092,0,3,0,2,5,0,2,3,2,2,4,2,1,0
16143,0,0,1,3,3,1,5,4,4,4,3,4,1,0
16146,0,1,0,2,4,0,1,2,2,2,1,3,1,0
16193,1,4,0,5,3,1,4,4,5,5,3,5,1,0
16198,1,4,0,4,3,1,4,4,1,1,4,3,1,0
16199,0,4,0,3,4,0,4,4,2,4,4,4,1,0
16219,1,4,0,3,4,1,1,1,4,1,1,4,1,0
16236,0,4,1,3,5,1,5,1,2,2,3,2,1,0
16244,0,0,1,1,4,0,5,5,3,3,5,4,1,0
16248,1,0,0,5,3,1,2,2,4,3,2,4,1,0
16251,0,4,1,4,5,1,4,4,4,4,3,2,1,0
16259,1,4,0,3,2,1,5,4,3,3,1,2,1,0
16262,1,4,0,4,4,1,3,4,5,5,3,3,1,0
16283,0,5,1,5,4,1,2,4,5,5,1,5,1,0
16293,1,0,0,0,1,1,3,3,4,4,1,1,1,0
16295,0,3,0,2,1,0,2,4,2,2,3,4,1,0
16298,0,4,0,3,1,1,4,4,4,1,4,4,0,1
16333,1,4,0,4,4,1,4,4,4,2,4,4,0,1
16334,1,5,0,3,1,1,3,1,4,4,5,3,1,0
16402,1,4,0,4,3,1,3,4,5,5,1,2,1,0
16403,1,5,0,5,5,1,5,1,5,4,5,5,1,0
16422,0,4,0,3,1,0,4,4,4,3,4,4,1,0
16483,1,4,0,4,2,1,3,4,5,5,3,2,0,1
16486,0,3,0,3,4,0,3,3,4,4,3,4,0,1
16529,1,0,0,1,5,1,5,4,4,4,3,4,1,0
16531,1,4,0,4,3,1,3,4,5,5,4,3,1,0
16532,0,5,0,4,3,0,3,4,5,5,2,4,0,1
16562,0,0,1,2,2,0,3,4,2,2,5,4,1,0
16608,1,4,0,4,4,1,4,3,3,3,5,4,1,0
16619,1,4,0,3,3,2,4,4,5,3,4,4,0,1
16649,1,4,0,4,5,1,4,5,2,2,4,5,1,0
16680,0,0,0,2,2,2,3,3,2,2,1,2,1,0
16684,1,0,0,0,4,1,4,5,5,5,4,5,1,0
16686,0,4,0,4,4,0,1,4,4,4,1,3,1,0
16693,1,0,0,0,3,1,4,5,5,5,3,2,1,0
16695,0,1,0,2,1,0,2,2,1,5,2,2,1,0
16720,0,0,1,1,4,0,5,4,4,4,3,3,1,0
16721,0,1,0,1,2,1,2,1,4,4,3,2,0,1
16732,0,4,1,4,2,1,5,3,4,4,2,5,1,0
16740,0,4,0,4,5,1,4,3,3,3,2,3,1,0
16741,1,0,0,0,1,1,3,2,4,4,4,1,1,0
16795,0,4,0,3,3,0,4,4,3,3,3,4,1,0
16799,1,4,0,4,2,1,2,4,1,1,5,1,1,0
16808,0,4,0,4,4,1,5,5,3,3,5,4,0,1
16809,0,4,0,3,1,0,2,1,3,3,2,1,1,0
16826,0,3,0,3,1,1,4,4,3,3,2,3,1,0
16832,0,4,0,4,4,2,5,3,4,4,2,2,1,0
16843,0,4,0,4,4,1,1,3,4,4,3,3,0,1
16861,1,0,0,0,4,2,3,1,5,5,4,3,1,0
16867,0,3,1,3,3,0,4,5,5,5,5,2,0,1
16870,0,4,0,4,1,1,4,4,5,5,2,4,0,1
16912,0,4,1,4,3,0,4,5,3,3,5,5,0,1
16913,0,4,0,4,2,2,2,4,4,4,5,5,1,0
16914,0,4,0,4,4,1,3,3,4,4,1,4,1,0
16944,0,5,0,4,4,0,4,4,4,1,4,4,1,0
17003,0,5,0,4,3,0,5,5,4,4,5,4,0,1
17021,1,4,0,5,3,1,5,4,4,1,5,2,1,0
17038,0,3,0,4,3,2,5,3,3,3,1,5,1,0
17057,0,4,1,4,4,1,2,5,2,2,4,2,1,0
17060,0,1,0,3,4,0,4,1,4,4,4,4,0,1
17093,0,4,1,4,4,1,5,5,4,4,4,2,1,0
17128,0,4,1,4,3,0,5,4,4,4,5,4,0,1
17141,1,4,0,4,4,1,5,5,1,1,3,2,1,0
17151,0,4,0,2,2,0,4,4,2,4,4,4,1,0
17182,0,4,1,4,2,1,1,4,2,2,2,5,1,0
17201,0,4,1,3,5,0,5,5,1,1,5,4,1,0
17204,1,4,0,5,3,1,5,5,5,3,5,4,1,0
17206,0,4,1,4,3,1,2,2,1,1,2,2,1,0
17225,0,4,1,4,2,1,5,4,2,2,3,2,1,0
17239,0,5,1,5,4,2,5,4,1,1,3,5,1,0
17252,1,4,0,4,2,1,1,1,3,2,1,4,1,0
17279,0,3,0,2,2,0,5,2,2,2,3,5,1,0
17363,0,2,0,2,1,1,4,2,2,2,5,1,1,0
17365,0,4,1,4,4,0,1,4,5,2,1,3,1,0
17374,0,5,1,5,3,2,4,2,4,1,2,5,1,0
17378,0,4,1,5,4,1,5,5,4,4,5,5,0,1
17395,1,4,0,3,2,1,3,3,5,1,3,4,1,0
17405,0,3,0,1,4,0,1,1,3,4,1,2,1,0
17419,0,4,1,4,4,1,3,5,2,2,5,5,1,0
17426,0,3,1,3,4,0,5,4,1,1,4,4,1,0
17478,1,4,0,4,3,1,3,3,4,5,3,4,1,0
17495,0,2,1,2,5,1,5,5,5,5,3,4,1,0
17500,0,2,0,2,3,1,5,4,1,1,4,3,1,0
17536,1,0,0,0,2,0,4,4,3,3,1,2,1,0
17544,1,4,0,4,4,1,4,3,3,3,3,5,1,0
17554,0,4,0,4,4,0,2,3,4,4,4,5,1,0
17573,1,4,0,4,1,2,3,4,4,4,4,5,1,0
17577,0,0,1,0,3,1,3,3,1,1,4,3,1,0
17631,0,2,0,4,1,1,2,2,2,1,2,2,1,0
17638,1,4,0,4,3,0,5,5,3,3,5,2,1,0
17650,0,4,1,4,5,1,5,4,3,3,4,4,0,1
17657,0,4,1,4,4,0,4,5,1,1,3,2,1,0
17663,0,4,1,4,5,0,5,5,3,3,5,2,1,0
17667,1,4,0,4,3,0,5,4,5,5,5,5,1,0
17705,0,3,0,5,3,1,3,3,3,2,3,3,1,0
17754,0,4,0,4,1,1,4,3,2,4,4,4,0,1
17765,1,4,1,5,5,1,4,4,5,5,4,3,0,1
17770,1,4,0,4,5,1,5,4,3,3,4,2,1,0
17788,0,4,1,4,4,1,5,3,3,3,1,5,1,0
17804,0,5,0,4,3,0,4,2,4,4,4,1,1,0
17820,1,4,0,3,5,1,5,4,4,4,5,3,1,0
17830,1,4,0,4,5,1,1,1,4,1,1,4,1,0
17840,1,0,0,3,1,1,2,2,3,2,2,0,1,0
17850,0,4,0,3,4,1,4,4,3,3,4,4,1,0
17860,1,4,0,3,3,1,5,5,2,3,5,4,0,1
17867,1,4,0,0,3,1,5,4,4,2,5,2,1,0
17882,1,5,0,5,4,1,5,5,4,4,2,3,1,0
17890,0,0,1,1,1,1,2,5,5,5,1,5,1,0
17900,0,4,0,3,1,2,3,3,4,4,4,1,0,1
17901,0,4,0,3,3,0,5,4,3,3,2,3,1,0
17936,0,2,0,1,3,1,2,2,2,2,2,2,1,0
17951,0,4,0,3,1,0,4,4,3,1,4,4,1,0
17959,1,4,0,4,4,1,5,5,5,5,5,4,1,0
17984,1,4,0,3,5,1,4,4,5,5,4,4,1,0
17987,0,4,0,4,2,1,3,3,4,4,2,1,1,0
18058,1,4,0,4,5,1,5,5,3,3,3,2,1,0
18059,0,4,1,4,3,1,4,4,3,3,3,3,1,0
18078,0,3,1,3,5,0,4,4,4,4,4,3,1,0
18082,0,5,1,5,1,2,2,3,2,2,5,1,1,0
18092,0,4,1,4,3,0,4,4,3,3,3,3,0,1
18107,1,4,0,4,3,2,5,4,3,3,3,5,0,1
18131,1,4,0,4,3,1,3,3,3,2,3,4,1,0
18137,0,4,1,3,2,1,4,1,5,5,3,1,1,0
18147,1,4,0,4,5,1,4,5,1,1,4,5,1,0
18163,0,3,0,3,3,1,2,1,3,3,1,2,1,0
18194,0,4,1,4,3,0,5,5,1,1,3,3,1,0
18217,0,4,1,4,5,1,2,3,4,4,4,5,1,0
18226,0,3,0,3,2,0,3,2,3,3,2,1,1,0
18229,0,4,0,2,2,0,3,3,3,2,3,3,1,0
18236,0,4,0,1,2,0,3,3,3,3,3,3,1,0
18258,1,4,0,4,5,1,5,4,1,1,5,5,1,0
18273,0,4,1,5,3,0,2,4,4,4,1,5,1,0
18284,1,4,0,4,4,1,1,5,4,4,1,5,0,1
18289,0,4,1,4,1,1,3,4,3,5,3,2,1,0
18290,0,4,0,3,1,0,3,3,3,4,3,4,1,0
18305,0,3,0,4,3,1,4,4,4,1,4,3,1,0
18315,0,4,0,4,4,0,3,4,4,4,3,5,1,0
18327,0,5,1,3,3,1,3,4,3,3,2,5,1,0
18337,0,4,0,4,3,1,2,2,4,4,4,2,0,1
18348,0,4,0,4,4,1,4,4,4,4,3,3,0,1
18355,1,4,0,4,3,1,5,4,5,5,4,5,0,1
18364,0,5,0,4,4,0,4,4,4,2,4,4,1,0
18368,1,4,0,5,4,1,4,4,4,3,4,4,1,0
18369,1,0,0,0,4,1,5,5,3,1,3,2,1,0
18379,1,0,0,0,5,1,4,4,3,3,5,2,1,0
18402,0,0,1,0,5,0,3,2,4,4,4,3,1,0
18443,1,0,0,4,4,0,3,3,5,4,3,0,1,0
18470,0,4,1,4,3,0,5,4,2,2,4,5,0,1
18516,1,4,0,4,4,1,5,5,4,4,5,4,0,1
18578,0,2,1,2,5,1,5,2,2,2,4,3,1,0
18599,0,5,1,2,1,0,4,4,1,5,4,5,1,0
18627,1,4,0,4,5,1,4,4,4,4,3,4,1,0
18629,0,4,0,1,1,0,4,3,3,3,4,4,1,0
18649,0,4,0,4,2,1,3,3,5,5,3,1,0,1
18672,0,4,1,4,3,1,4,3,3,3,5,2,1,0
18686,1,4,0,4,5,1,1,2,4,4,3,1,1,0
18697,0,0,1,0,1,1,4,3,4,4,3,2,1,0
18749,0,2,0,2,5,0,3,4,2,2,4,5,1,0
18785,0,4,1,4,5,0,4,5,5,5,4,3,0,1
18795,0,2,0,4,3,0,2,2,4,3,2,2,0,1
18808,0,4,1,3,5,0,5,4,2,3,5,4,0,1
18816,0,4,1,4,4,1,3,2,3,3,5,5,1,0
18817,1,4,0,4,4,1,2,2,2,2,4,1,1,0
18821,1,4,0,4,5,1,5,4,2,2,3,2,1,0
18822,0,3,0,3,2,0,4,4,3,1,4,4,1,0
18842,0,4,0,1,4,1,4,4,2,4,4,4,0,1
18844,0,3,0,2,1,2,4,5,3,3,5,1,1,0
18862,0,4,1,4,5,0,5,5,4,4,5,4,0,1
18870,0,4,0,4,3,2,3,4,1,4,4,4,0,1
18888,0,2,0,2,1,2,2,5,2,2,3,2,1,0
18919,0,0,1,4,5,1,4,5,4,4,5,5,1,0
18940,0,1,0,3,5,0,1,1,4,4,1,2,1,0
18943,0,4,1,4,3,0,4,5,2,3,3,3,0,1
18961,0,0,1,0,2,1,5,4,4,4,5,4,1,0
18980,0,4,0,4,3,1,4,4,3,4,4,4,0,1
18988,1,5,0,5,4,1,4,1,2,2,3,3,1,0
18995,0,2,0,2,4,2,2,1,2,2,2,3,1,0
19019,0,4,0,4,4,2,1,3,4,4,1,2,1,0
19031,0,4,1,4,4,0,4,5,2,2,4,4,0,1
19043,0,4,0,4,4,0,2,1,4,4,1,1,0,1
19044,1,4,0,4,4,1,5,4,2,2,3,2,1,0
19120,0,2,1,2,4,1,5,4,1,5,5,4,1,0
19127,0,2,0,5,3,1,2,2,5,5,2,2,1,0
19151,0,4,1,4,3,1,4,4,2,3,4,3,1,0
19163,0,4,1,4,5,0,4,1,1,1,1,3,1,0
19178,0,4,1,4,5,0,5,4,2,2,4,4,0,1
19202,0,2,1,2,1,1,5,4,5,3,4,3,1,0
19220,1,5,0,2,2,1,1,1,3,4,1,0,1,0
19229,0,3,0,3,5,1,4,3,3,3,3,3,1,0
19237,0,4,0,4,4,1,3,2,4,4,2,2,0,1
19259,0,4,1,4,4,1,4,4,4,4,5,5,1,0
19290,0,2,0,1,1,1,2,2,3,2,2,2,1,0
19311,1,4,0,4,5,1,4,3,3,3,5,5,1,0
19324,0,3,0,3,4,1,3,5,3,3,4,2,1,0
19338,0,4,1,4,4,0,4,3,5,5,3,5,0,1
19361,0,5,1,4,2,1,3,2,5,3,3,2,1,0
19379,0,3,1,3,2,1,1,3,3,3,4,4,1,0
19406,0,3,1,3,5,1,4,2,3,3,5,4,1,0
19427,0,1,0,3,4,0,2,1,3,3,3,1,1,0
19438,0,4,0,4,4,0,4,4,3,3,5,4,1,0
19469,1,0,0,0,4,2,4,4,5,2,3,5,1,0
19487,1,5,0,5,2,2,3,3,2,1,2,2,1,0
19498,1,4,0,4,3,1,4,4,3,3,4,5,0,1
19518,1,4,0,4,4,1,4,4,3,3,5,3,1,0
19528,0,3,0,3,3,1,1,1,3,3,3,1,0,1
19529,1,0,0,0,4,2,4,3,1,1,5,2,1,0
19539,0,5,0,4,1,2,4,4,5,5,2,2,0,1
19573,1,4,0,4,3,1,2,2,4,3,2,4,1,0
19578,0,4,1,4,3,0,4,5,4,4,3,3,0,1
19593,1,4,0,3,3,1,5,2,1,1,5,3,1,0
19607,0,4,0,4,3,1,3,4,4,4,1,1,1,0
19625,1,5,0,5,4,1,4,5,5,5,3,2,1,0
19628,0,2,1,2,4,2,4,3,2,2,4,4,1,0
19631,0,4,0,3,3,0,4,4,3,2,4,4,1,0
19688,0,0,1,0,2,1,1,3,5,5,5,4,1,0
19728,0,4,1,4,4,0,4,4,2,2,5,2,0,1
19743,0,2,0,3,3,1,2,2,5,4,2,2,1,0
19781,0,4,1,4,4,0,4,5,1,1,5,3,0,1
19786,0,0,0,0,2,2,2,4,2,2,2,1,1,0
19788,0,4,1,4,5,0,4,4,3,3,3,4,0,1
19802,1,4,0,4,2,1,4,4,3,3,4,4,1,0
19819,1,4,0,2,4,0,3,3,3,2,3,5,1,0
19827,0,0,1,0,3,2,5,2,5,5,3,1,1,0
19837,0,4,0,4,4,1,4,3,4,4,1,2,0,1
19853,0,4,1,4,5,0,5,5,3,3,5,5,0,1
19875,1,4,0,4,3,1,2,3,3,3,4,1,0,1
19898,0,4,0,4,2,0,3,2,4,4,4,1,0,1
19913,1,4,0,4,5,1,4,4,5,5,4,3,1,0
19919,0,4,1,3,5,1,5,5,4,4,4,3,1,0
19941,1,5,0,5,1,1,4,4,1,1,2,4,1,0
19963,0,4,0,4,3,0,5,4,4,4,2,1,1,0
19995,0,3,0,3,5,1,3,4,3,3,1,5,1,0
20051,0,3,0,3,3,0,4,4,3,3,4,4,1,0
20052,1,4,0,4,3,1,5,5,5,5,3,5,1,0
20064,1,4,0,1,3,1,3,3,5,5,1,4,1,0
20069,0,4,0,5,2,0,3,3,3,3,1,2,1,0
20084,1,4,0,4,4,1,1,1,4,2,1,4,0,1
20133,0,3,0,3,1,2,4,2,3,3,5,3,1,0
20165,0,4,0,4,4,1,4,3,4,4,2,4,0,1
20207,0,0,0,0,4,2,5,4,1,1,1,4,1,0
20245,1,0,0,4,3,0,1,1,3,1,1,0,1,0
20248,0,3,0,3,4,0,4,4,3,3,3,5,0,1
20249,0,4,1,4,3,0,5,5,4,4,4,4,0,1
20250,0,4,1,4,3,1,5,2,4,4,4,4,1,0
20267,0,5,0,4,4,0,4,4,3,1,4,4,1,0
20271,0,4,1,4,5,0,5,5,4,4,5,5,0,1
20289,1,4,0,5,5,1,5,5,5,5,4,2,0,1
20359,0,5,1,5,2,1,1,1,4,4,5,1,1,0
20372,1,4,0,4,4,1,4,5,5,5,4,2,1,0
20390,1,5,0,5,1,1,4,5,4,4,3,5,1,0
20407,0,3,1,3,5,0,4,4,4,4,3,3,1,0
20410,0,0,1,0,5,1,4,3,1,1,2,1,1,0
20431,0,4,1,4,5,0,5,4,3,3,4,2,1,0
20443,0,4,0,4,4,0,4,4,4,4,2,5,0,1
20449,0,4,1,4,4,1,5,4,5,5,5,3,1,0
20456,1,4,0,4,1,1,4,3,1,1,3,3,0,1
20459,0,2,0,4,3,0,2,2,4,3,2,2,0,1
20474,0,4,0,4,1,1,4,4,4,4,5,3,1,0
20493,0,4,1,3,5,1,1,1,5,5,3,3,1,0
20521,1,4,0,5,5,1,5,5,4,5,5,4,1,0
20574,1,4,0,4,4,1,2,2,5,3,2,4,1,0
20577,0,4,1,4,4,0,4,4,3,3,5,2,0,1
20578,0,1,0,3,3,0,5,1,4,3,5,0,0,1
20587,0,4,1,4,5,1,4,2,3,3,3,3,1,0
20596,0,4,0,4,3,1,4,3,5,5,2,5,0,1
20608,0,2,0,3,1,0,3,3,3,3,1,4,1,0
20618,0,4,1,4,4,0,4,3,2,2,3,2,0,1
20647,1,4,0,5,3,1,4,5,3,3,4,3,1,0
20653,1,4,0,4,3,2,4,4,3,3,3,4,1,0
20656,0,4,1,3,1,1,4,4,5,5,2,1,1,0
20669,0,4,1,4,3,0,5,4,4,3,5,5,0,1
20716,0,4,0,4,4,0,1,3,4,4,4,4,1,0
20771,0,4,1,4,4,1,5,5,5,5,3,2,1,0
20795,0,4,0,4,2,1,2,3,4,4,1,3,0,1
20818,0,4,1,4,4,0,4,4,5,5,5,2,0,1
20820,1,5,0,5,4,1,2,5,5,5,4,5,1,0
20824,0,3,0,4,4,0,3,3,4,4,3,2,1,0
20840,0,4,1,5,4,0,5,4,5,5,4,3,1,0
20862,1,4,0,4,3,1,3,5,2,2,4,5,1,0
20895,0,5,0,4,3,2,3,4,5,5,1,2,0,1
20963,1,4,0,4,3,1,5,5,5,5,4,4,1,0
20970,1,4,0,4,3,1,1,1,4,4,1,5,1,0
20991,0,3,0,3,1,1,3,3,5,3,3,3,1,0
20994,0,4,0,2,1,1,3,3,1,3,3,4,1,0
21010,1,0,1,0,5,1,5,5,4,4,5,4,1,0
21012,1,4,0,0,5,1,1,4,3,3,5,5,1,0
