,Type of Travel,Inflight wifi service,Customer Type,Online boarding,Checkin service,Class,Inflight service,Baggage handling,Seat comfort,Cleanliness,On-board service,Leg room service,True_Y,Predicted_Y_Decision Tree
16649,1,4,0,4,5,1,4,5,2,2,4,5,1,0
16686,0,4,0,4,4,0,1,4,4,4,1,3,1,0
16701,0,2,0,2,3,0,4,4,1,1,4,4,1,0
16723,0,4,1,4,3,1,3,4,4,5,3,1,0,1
16733,1,4,0,4,3,1,5,4,5,5,4,3,1,0
16737,0,4,1,4,2,1,1,3,2,2,3,3,0,1
16750,0,4,1,5,3,0,4,5,4,5,4,2,1,0
16761,0,4,1,4,4,0,5,5,5,4,4,2,1,0
16795,0,4,0,3,3,0,4,4,3,3,3,4,1,0
16799,1,4,0,4,2,1,2,4,1,1,5,1,1,0
16826,0,3,0,3,1,1,4,4,3,3,2,3,1,0
16827,0,4,1,4,5,1,4,5,5,2,4,3,1,0
16843,0,4,0,4,4,1,1,3,4,4,3,3,0,1
16867,0,3,1,3,3,0,4,5,5,5,5,2,0,1
16870,0,4,0,4,1,1,4,4,5,5,2,4,0,1
16909,0,3,1,3,4,0,4,4,4,4,5,5,0,1
16914,0,4,0,4,4,1,3,3,4,4,1,4,1,0
16919,1,4,0,4,5,1,4,5,1,1,5,4,0,1
16925,0,4,1,4,4,0,5,5,5,5,5,2,1,0
16944,0,5,0,4,4,0,4,4,4,1,4,4,1,0
17003,0,5,0,4,3,0,5,5,4,4,5,4,0,1
17024,0,4,0,4,2,1,4,2,2,4,4,4,0,1
17040,1,4,0,4,3,1,1,1,4,2,1,5,1,0
17041,0,3,0,3,3,1,4,2,3,3,1,5,0,1
17044,1,4,0,4,5,1,4,4,2,1,4,4,0,1
17057,0,4,1,4,4,1,2,5,2,2,4,2,1,0
17072,0,4,0,1,3,0,4,4,3,2,4,4,1,0
17074,0,4,1,4,2,1,2,5,2,4,2,3,0,1
17093,0,4,1,4,4,1,5,5,4,4,4,2,1,0
17128,0,4,1,4,3,0,5,4,4,4,5,4,0,1
17141,1,4,0,4,4,1,5,5,1,1,3,2,1,0
17150,0,3,0,4,1,1,2,2,4,4,2,3,0,1
17151,0,4,0,2,2,0,4,4,2,4,4,4,1,0
17172,0,3,0,3,1,0,2,1,3,3,1,2,0,1
17173,0,4,1,4,2,1,4,4,5,3,3,2,0,1
17182,0,4,1,4,2,1,1,4,2,2,2,5,1,0
17188,1,4,0,4,5,1,4,4,4,3,1,1,0,1
17201,0,4,1,3,5,0,5,5,1,1,5,4,1,0
17204,1,4,0,5,3,1,5,5,5,3,5,4,1,0
17206,0,4,1,4,3,1,2,2,1,1,2,2,1,0
17225,0,4,1,4,2,1,5,4,2,2,3,2,1,0
17252,1,4,0,4,2,1,1,1,3,2,1,4,1,0
17262,0,4,1,4,3,0,5,4,3,3,4,5,1,0
17332,1,4,0,0,1,1,3,1,4,4,4,4,0,1
17335,1,4,0,2,3,1,4,4,2,4,4,4,0,1
17363,0,2,0,2,1,1,4,2,2,2,5,1,1,0
17378,0,4,1,5,4,1,5,5,4,4,5,5,0,1
17398,0,4,1,4,4,0,4,4,4,4,3,4,1,0
17419,0,4,1,4,4,1,3,5,2,2,5,5,1,0
17426,0,3,1,3,4,0,5,4,1,1,4,4,1,0
17470,0,4,0,4,3,1,3,4,4,4,3,4,1,0
17476,0,5,1,4,4,1,1,3,2,2,1,1,1,0
17478,1,4,0,4,3,1,3,3,4,5,3,4,1,0
17488,1,4,0,4,1,1,3,3,2,2,4,4,0,1
17495,0,2,1,2,5,1,5,5,5,5,3,4,1,0
17528,0,4,0,4,4,0,3,2,4,4,2,2,0,1
17533,0,4,1,3,4,0,5,5,1,1,3,4,1,0
17544,1,4,0,4,4,1,4,3,3,3,3,5,1,0
17554,0,4,0,4,4,0,2,3,4,4,4,5,1,0
17620,0,5,0,4,3,0,3,2,5,5,3,1,1,0
17631,0,2,0,4,1,1,2,2,2,1,2,2,1,0
17650,0,4,1,4,5,1,5,4,3,3,4,4,0,1
17657,0,4,1,4,4,0,4,5,1,1,3,2,1,0
17663,0,4,1,4,5,0,5,5,3,3,5,2,1,0
17665,0,4,0,4,1,1,4,3,4,4,1,1,0,1
17667,1,4,0,4,3,0,5,4,5,5,5,5,1,0
17691,1,4,0,4,5,2,1,1,5,5,1,4,0,1
17754,0,4,0,4,1,1,4,3,2,4,4,4,0,1
17761,0,4,1,4,1,1,2,5,1,1,2,5,0,1
17765,1,4,1,5,5,1,4,4,5,5,4,3,0,1
17788,0,4,1,4,4,1,5,3,3,3,1,5,1,0
17805,0,4,1,4,4,1,2,2,4,2,2,1,0,1
17814,0,4,1,4,5,1,5,4,2,2,5,3,1,0
17820,1,4,0,3,5,1,5,4,4,4,5,3,1,0
17821,0,4,1,4,3,1,3,2,4,4,3,2,0,1
17824,0,4,0,3,2,1,3,3,4,3,3,4,0,1
17830,1,4,0,4,5,1,1,1,4,1,1,4,1,0
17842,1,4,0,2,1,0,3,3,2,1,3,4,0,1
17843,1,4,0,4,5,1,4,5,5,4,3,4,1,0
17850,0,4,0,3,4,1,4,4,3,3,4,4,1,0
17867,1,4,0,0,3,1,5,4,4,2,5,2,1,0
17936,0,2,0,1,3,1,2,2,2,2,2,2,1,0
17951,0,4,0,3,1,0,4,4,3,1,4,4,1,0
17961,0,4,1,4,2,1,4,4,4,4,5,2,0,1
17987,0,4,0,4,2,1,3,3,4,4,2,1,1,0
18058,1,4,0,4,5,1,5,5,3,3,3,2,1,0
18059,0,4,1,4,3,1,4,4,3,3,3,3,1,0
18078,0,3,1,3,5,0,4,4,4,4,4,3,1,0
18091,0,4,1,4,3,0,5,5,3,3,4,4,1,0
18092,0,4,1,4,3,0,4,4,3,3,3,3,0,1
18102,1,4,0,4,3,1,1,4,2,5,3,2,0,1
18107,1,4,0,4,3,2,5,4,3,3,3,5,0,1
18147,1,4,0,4,5,1,4,5,1,1,4,5,1,0
18156,1,4,0,3,3,1,2,5,3,3,4,1,0,1
18164,0,4,0,4,3,1,4,4,3,3,4,4,1,0
18192,0,4,0,2,1,0,4,4,4,4,4,3,0,1
18200,0,4,0,4,1,1,1,2,4,4,2,1,1,0
18216,0,4,1,4,2,1,3,4,2,2,2,4,0,1
18226,0,3,0,3,2,0,3,2,3,3,2,1,1,0
18258,1,4,0,4,5,1,5,4,1,1,5,5,1,0
18276,0,4,0,4,2,0,2,2,1,3,2,3,1,0
18289,0,4,1,4,1,1,3,4,3,5,3,2,1,0
18290,0,4,0,3,1,0,3,3,3,4,3,4,1,0
18305,0,3,0,4,3,1,4,4,4,1,4,3,1,0
18315,0,4,0,4,4,0,3,4,4,4,3,5,1,0
18364,0,5,0,4,4,0,4,4,4,2,4,4,1,0
18368,1,4,0,5,4,1,4,4,4,3,4,4,1,0
18372,0,3,1,3,4,1,5,1,3,3,3,2,0,1
18452,1,4,0,4,1,1,3,4,2,2,4,5,0,1
18481,0,4,1,4,3,1,2,2,4,4,2,5,0,1
18516,1,4,0,4,4,1,5,5,4,4,5,4,0,1
18527,0,4,1,4,5,1,5,5,5,5,3,4,1,0
18539,0,3,0,2,4,0,2,2,3,3,3,1,0,1
18578,0,2,1,2,5,1,5,2,2,2,4,3,1,0
18627,1,4,0,4,5,1,4,4,4,4,3,4,1,0
18686,1,4,0,4,5,1,1,2,4,4,3,1,1,0
18700,0,4,1,4,4,0,5,4,5,5,4,2,1,0
18718,1,4,0,4,5,1,4,4,2,2,4,5,1,0
18729,1,4,0,4,4,1,3,3,4,4,1,3,0,1
18749,0,2,0,2,5,0,3,4,2,2,4,5,1,0
18785,0,4,1,4,5,0,4,5,5,5,4,3,0,1
18808,0,4,1,3,5,0,5,4,2,3,5,4,0,1
18816,0,4,1,4,4,1,3,2,3,3,5,5,1,0
18817,1,4,0,4,4,1,2,2,2,2,4,1,1,0
18821,1,4,0,4,5,1,5,4,2,2,3,2,1,0
18836,1,4,0,4,4,1,4,4,5,4,5,3,0,1
18837,0,4,0,4,4,0,4,2,4,4,2,3,1,0
18842,0,4,0,1,4,1,4,4,2,4,4,4,0,1
18845,0,4,1,4,4,0,5,5,4,4,3,4,1,0
18851,0,4,1,5,5,0,5,5,3,3,5,3,1,0
18862,0,4,1,4,5,0,5,5,4,4,5,4,0,1
18870,0,4,0,4,3,2,3,4,1,4,4,4,0,1
18876,0,4,1,4,3,0,4,5,3,3,4,4,1,0
18936,0,4,1,4,5,1,4,5,1,1,3,5,0,1
18943,0,4,1,4,3,0,4,5,2,3,3,3,0,1
18980,0,4,0,4,3,1,4,4,3,4,4,4,0,1
18995,0,2,0,2,4,2,2,1,2,2,2,3,1,0
19031,0,4,1,4,4,0,4,5,2,2,4,4,0,1
19044,1,4,0,4,4,1,5,4,2,2,3,2,1,0
19059,1,4,0,5,4,1,3,4,4,4,5,5,0,1
19104,1,4,0,4,2,1,4,2,2,2,1,3,0,1
19110,1,4,0,2,4,1,2,2,2,2,2,4,0,1
19120,0,2,1,2,4,1,5,4,1,5,5,4,1,0
19139,0,4,0,4,2,1,2,4,4,4,4,2,1,0
19151,0,4,1,4,3,1,4,4,2,3,4,3,1,0
19163,0,4,1,4,5,0,4,1,1,1,1,3,1,0
19178,0,4,1,4,5,0,5,4,2,2,4,4,0,1
19202,0,2,1,2,1,1,5,4,5,3,4,3,1,0
19237,0,4,0,4,4,1,3,2,4,4,2,2,0,1
19275,1,4,0,3,5,1,3,3,3,5,3,4,0,1
19311,1,4,0,4,5,1,4,3,3,3,5,5,1,0
19338,0,4,1,4,4,0,4,3,5,5,3,5,0,1
19377,1,4,0,5,4,1,4,4,2,2,2,1,0,1
19379,0,3,1,3,2,1,1,3,3,3,4,4,1,0
19385,1,4,0,3,3,1,3,1,3,3,4,4,0,1
19406,0,3,1,3,5,1,4,2,3,3,5,4,1,0
19427,0,1,0,3,4,0,2,1,3,3,3,1,1,0
19457,0,5,0,4,1,1,4,4,5,5,1,1,1,0
19498,1,4,0,4,3,1,4,4,3,3,4,5,0,1
19505,1,4,0,4,3,1,1,2,4,4,1,4,0,1
19523,0,4,1,4,3,0,5,4,5,2,3,5,1,0
19538,0,4,0,4,4,1,2,2,4,4,3,3,1,0
19541,0,4,1,5,4,0,4,4,5,5,5,2,1,0
19573,1,4,0,4,3,1,2,2,4,3,2,4,1,0
19578,0,4,1,4,3,0,4,5,4,4,3,3,0,1
19628,0,2,1,2,4,2,4,3,2,2,4,4,1,0
19631,0,4,0,3,3,0,4,4,3,2,4,4,1,0
19655,0,3,1,1,4,1,5,2,4,4,3,3,0,1
19662,0,4,1,4,3,1,4,5,5,5,4,2,1,0
19668,0,4,0,3,2,2,2,2,2,4,4,4,0,1
19669,0,2,0,2,2,0,3,4,2,2,5,4,0,1
19685,0,4,0,4,4,1,3,2,4,4,4,4,1,0
19695,1,4,0,4,5,2,4,5,2,2,4,3,0,1
19728,0,4,1,4,4,0,4,4,2,2,5,2,0,1
19788,0,4,1,4,5,0,4,4,3,3,3,4,0,1
19819,1,4,0,2,4,0,3,3,3,2,3,5,1,0
19837,0,4,0,4,4,1,4,3,4,4,1,2,0,1
19853,0,4,1,4,5,0,5,5,3,3,5,5,0,1
19898,0,4,0,4,2,0,3,2,4,4,4,1,0,1
19911,0,4,1,4,4,1,4,4,2,2,3,3,0,1
19920,1,4,0,4,5,1,1,3,2,2,2,5,0,1
19922,1,4,0,2,2,1,1,3,2,2,1,4,0,1
19939,0,1,0,2,4,1,4,2,2,1,2,4,0,1
19947,1,4,0,4,1,1,4,4,4,1,4,4,0,1
19950,1,4,0,5,5,1,4,4,2,5,3,2,0,1
19953,0,3,0,4,4,0,4,3,3,1,4,4,0,1
19997,1,4,0,4,4,1,2,1,4,4,2,2,0,1
20024,0,4,0,3,2,1,2,2,4,4,3,2,0,1
20051,0,3,0,3,3,0,4,4,3,3,4,4,1,0
20052,1,4,0,4,3,1,5,5,5,5,3,5,1,0
20081,0,2,0,2,1,1,4,3,3,3,4,3,0,1
20084,1,4,0,4,4,1,1,1,4,2,1,4,0,1
20133,0,3,0,3,1,2,4,2,3,3,5,3,1,0
20180,0,4,1,4,4,1,1,5,5,5,3,1,0,1
20248,0,3,0,3,4,0,4,4,3,3,3,5,0,1
20249,0,4,1,4,3,0,5,5,4,4,4,4,0,1
20250,0,4,1,4,3,1,5,2,4,4,4,4,1,0
20257,0,4,0,4,2,1,4,4,4,4,1,3,0,1
20271,0,4,1,4,5,0,5,5,4,4,5,5,0,1
20289,1,4,0,5,5,1,5,5,5,5,4,2,0,1
20323,1,4,0,4,3,2,4,4,4,4,3,2,0,1
20329,0,3,1,2,3,0,5,4,4,2,4,2,0,1
20335,0,4,1,4,5,1,2,5,5,5,3,1,1,0
20341,1,4,0,4,3,1,5,4,4,4,1,3,0,1
20355,0,4,0,4,4,1,2,4,4,4,4,4,1,0
20361,1,4,0,4,5,1,5,5,5,3,5,4,0,1
20372,1,4,0,4,4,1,4,5,5,5,4,2,1,0
20376,0,4,1,4,3,0,5,5,2,5,3,3,0,1
20407,0,3,1,3,5,0,4,4,4,4,3,3,1,0
20443,0,4,0,4,4,0,4,4,4,4,2,5,0,1
20449,0,4,1,4,4,1,5,4,5,5,5,3,1,0
20466,1,4,0,4,2,2,3,1,4,4,2,2,0,1
20468,0,4,1,4,4,1,3,3,2,2,2,3,0,1
20473,0,4,0,4,1,0,3,3,4,4,3,3,0,1
20493,0,4,1,3,5,1,1,1,5,5,3,3,1,0
20508,0,3,1,4,4,0,4,4,3,3,3,4,0,1
20521,1,4,0,5,5,1,5,5,4,5,5,4,1,0
20618,0,4,1,4,4,0,4,3,2,2,3,2,0,1
20624,0,4,1,4,5,1,3,4,5,5,4,2,1,0
20647,1,4,0,5,3,1,4,5,3,3,4,3,1,0
20653,1,4,0,4,3,2,4,4,3,3,3,4,1,0
20656,0,4,1,3,1,1,4,4,5,5,2,1,1,0
20667,1,4,0,3,3,2,1,2,4,1,1,4,0,1
20668,0,4,1,4,4,0,5,4,5,5,4,2,1,0
20669,0,4,1,4,3,0,5,4,4,3,5,5,0,1
20691,1,4,0,4,4,1,2,4,3,2,2,5,0,1
20755,0,4,0,4,1,1,4,4,4,3,4,4,1,0
20771,0,4,1,4,4,1,5,5,5,5,3,2,1,0
20772,1,4,0,3,3,1,5,5,3,3,2,4,0,1
20785,0,2,0,4,3,0,2,2,4,3,2,2,1,0
20795,0,4,0,4,2,1,2,3,4,4,1,3,0,1
20818,0,4,1,4,4,0,4,4,5,5,5,2,0,1
20824,0,3,0,4,4,0,3,3,4,4,3,2,1,0
20832,0,4,1,5,5,0,4,5,3,5,5,4,1,0
20848,0,3,0,2,1,0,2,3,3,4,2,2,0,1
20862,1,4,0,4,3,1,3,5,2,2,4,5,1,0
20895,0,5,0,4,3,2,3,4,5,5,1,2,0,1
20910,0,4,0,4,3,0,1,1,4,4,1,1,1,0
20957,0,4,1,4,3,0,5,5,4,4,4,2,1,0
20963,1,4,0,4,3,1,5,5,5,5,4,4,1,0
20964,0,3,0,3,1,0,2,3,4,3,2,2,0,1
20970,1,4,0,4,3,1,1,1,4,4,1,5,1,0
20974,1,4,0,4,3,0,3,3,3,4,3,4,0,1
20997,0,4,1,2,2,0,3,4,2,2,2,4,0,1
21012,1,4,0,0,5,1,1,4,3,3,5,5,1,0
21013,0,4,0,4,4,1,2,2,4,4,4,3,0,1
21036,1,4,0,4,2,1,3,4,4,4,1,5,0,1
21039,0,4,0,4,4,0,2,4,4,4,1,4,0,1
21083,1,4,0,0,4,1,4,5,4,4,1,5,1,0
21122,1,4,0,4,4,1,5,5,1,1,4,2,1,0
21155,0,4,1,4,5,0,4,4,2,2,3,3,0,1
21163,1,4,0,4,5,1,4,5,5,5,3,5,1,0
21168,0,4,1,4,4,0,5,5,4,4,3,5,0,1
21191,0,2,0,2,3,0,2,2,3,2,2,2,1,0
21217,1,4,0,4,5,1,4,5,2,1,1,1,0,1
21220,0,1,1,1,3,1,5,2,5,2,4,4,0,1
21227,0,4,0,4,3,1,4,4,3,2,4,4,1,0
21238,0,4,1,4,2,1,3,4,5,4,2,5,0,1
21244,0,4,0,4,2,1,4,4,4,4,1,3,0,1
21245,1,4,0,4,1,1,4,4,2,2,1,4,0,1
21254,0,4,1,4,3,2,1,5,2,2,5,2,0,1
21260,0,4,1,4,3,1,4,4,5,5,2,2,1,0
21262,0,4,1,4,5,1,5,2,3,3,2,5,0,1
21290,0,4,1,4,3,1,5,4,1,1,5,5,1,0
21298,0,4,1,3,1,1,2,5,5,5,2,5,0,1
21299,0,4,1,4,5,0,5,5,1,1,3,5,0,1
21321,0,4,1,4,4,0,5,5,2,2,5,4,1,0
21348,0,1,0,3,3,0,4,4,3,3,2,4,1,0
21377,0,1,0,1,1,0,4,3,1,1,4,4,1,0
21394,0,4,1,4,2,1,2,3,4,4,3,4,1,0
21413,1,4,0,4,4,1,4,3,2,2,2,5,0,1
21425,0,4,1,4,5,0,4,5,5,5,5,5,0,1
21442,0,2,0,4,1,1,3,3,3,3,3,2,0,1
21463,1,4,0,4,4,1,5,4,1,1,5,2,0,1
21466,0,4,1,4,5,1,5,4,1,1,3,5,0,1
21510,0,4,1,4,4,0,5,4,2,2,5,5,1,0
21517,0,4,1,4,3,1,2,2,4,3,2,1,1,0
21519,1,4,0,4,4,1,4,4,2,2,4,2,1,0
21529,0,4,0,4,1,2,3,1,5,4,4,3,1,0
21544,0,3,0,3,4,2,4,2,3,3,1,2,1,0
21545,0,4,0,4,4,1,2,2,4,4,3,5,0,1
21553,1,4,0,4,4,1,2,2,4,4,2,5,1,0
21579,1,3,0,2,1,0,2,4,2,4,2,3,0,1
21583,1,4,0,4,3,1,4,4,5,5,4,3,1,0
21641,0,4,0,4,3,1,1,2,4,4,2,2,1,0
21660,0,3,0,4,4,0,3,3,4,3,3,2,1,0
21674,1,4,0,4,5,1,3,2,3,3,4,5,1,0
21687,1,4,0,4,3,1,4,4,1,1,4,3,0,1
21700,1,4,0,4,4,1,5,5,4,4,5,3,0,1
21711,0,4,1,4,3,0,4,5,4,4,3,2,1,0
21724,0,2,0,2,2,1,3,2,2,2,2,3,1,0
21737,0,4,0,4,3,1,4,4,4,4,2,3,1,0
21792,0,4,0,4,4,0,4,2,4,4,2,5,0,1
21805,0,3,0,3,1,1,1,3,3,3,2,2,0,1
21806,0,4,0,4,4,1,4,4,3,4,4,4,0,1
21826,1,4,0,4,3,1,5,3,2,2,3,2,1,0
21850,1,4,0,5,5,1,5,5,5,3,5,4,0,1
21853,1,4,0,4,3,2,4,4,4,4,4,3,1,0
21856,1,4,0,5,5,0,2,2,4,5,2,4,1,0
21859,1,4,0,4,5,1,5,4,2,2,3,4,1,0
21900,1,4,0,5,5,0,3,3,5,3,3,4,1,0
21912,1,4,0,4,3,1,3,3,5,5,2,5,1,0
21921,1,4,0,4,4,1,3,3,4,3,3,4,1,0
21958,1,4,0,3,5,1,3,3,3,1,3,4,1,0
22040,0,4,0,4,2,2,4,2,2,4,1,1,0,1
22047,1,4,0,0,1,1,3,4,4,5,2,4,1,0
22088,0,4,0,4,1,1,2,2,3,4,1,5,1,0
22089,1,4,0,4,3,1,5,5,1,1,5,5,1,0
22092,1,4,0,4,3,1,3,3,2,2,3,4,0,1
22104,0,4,1,4,3,1,4,1,4,4,1,3,0,1
22204,0,4,1,4,5,0,5,5,5,5,5,4,1,0
22214,0,1,0,1,4,0,4,4,3,3,4,4,1,0
22231,0,4,1,4,4,0,1,4,4,4,2,2,0,1
22255,0,4,0,4,4,1,4,3,3,3,1,1,0,1
22271,0,4,1,4,4,1,3,1,2,5,4,1,1,0
22278,1,4,0,2,3,2,2,2,3,3,2,4,0,1
22352,1,4,0,4,2,1,1,3,1,1,4,4,1,0
22398,0,4,1,4,5,1,4,3,5,5,4,2,1,0
22404,0,3,0,3,2,0,3,3,2,2,3,3,1,0
22412,0,1,0,4,1,0,3,3,4,4,3,0,0,1
22441,0,4,1,3,4,0,4,4,4,4,3,5,1,0
22464,0,4,0,4,2,1,4,3,4,4,2,4,0,1
22479,0,4,0,2,3,0,4,4,2,1,4,4,1,0
22487,1,4,0,4,5,1,4,5,1,2,4,2,1,0
22544,0,3,1,2,3,1,5,4,5,5,4,4,1,0
22580,0,3,1,3,3,0,4,4,2,2,3,3,0,1
22599,0,2,0,4,4,0,3,2,4,3,3,3,0,1
22608,1,4,0,4,1,1,3,2,4,4,4,1,0,1
22618,0,3,1,3,3,1,1,4,3,3,5,4,0,1
22629,0,2,0,2,3,1,2,2,2,2,3,5,1,0
22647,0,4,1,4,5,0,4,5,2,2,5,3,0,1
22648,1,4,0,4,1,1,5,5,4,4,5,4,1,0
22667,0,4,0,4,3,0,4,3,4,4,3,2,1,0
22677,0,4,1,4,4,1,3,3,4,5,1,5,1,0
22688,0,3,0,3,3,1,3,4,3,3,2,5,0,1
22711,1,4,0,4,4,1,3,2,2,4,3,5,0,1
22737,0,4,0,4,2,2,2,2,4,4,1,2,1,0
22770,1,4,0,4,5,1,5,4,5,2,4,2,1,0
22801,0,4,1,4,5,1,5,4,1,1,5,3,1,0
22816,0,4,1,4,3,0,5,4,3,3,4,3,1,0
22819,1,4,0,4,3,2,5,4,3,3,3,5,0,1
22848,1,4,0,4,4,1,1,1,4,5,1,4,1,0
22869,0,4,1,4,5,0,5,5,4,4,4,5,1,0
22886,0,4,0,1,4,0,4,4,3,1,4,4,0,1
22887,0,4,1,4,5,1,4,4,5,5,3,3,1,0
22909,0,4,1,5,3,0,5,4,2,2,3,3,1,0
22972,1,4,0,1,4,1,2,2,3,3,2,4,1,0
22993,0,4,0,4,4,0,1,2,4,4,2,3,1,0
23024,0,4,1,4,3,0,3,5,3,3,5,5,0,1
23123,0,3,0,4,4,0,3,3,4,4,3,2,1,0
23210,0,3,0,4,4,0,3,4,3,4,2,2,0,1
23255,1,4,0,4,5,1,4,4,2,2,5,5,0,1
23276,0,2,1,2,4,0,5,4,2,2,3,3,1,0
23280,0,3,0,3,1,1,3,2,3,3,4,5,0,1
23283,1,4,0,4,3,1,5,2,1,1,5,4,0,1
23302,0,4,0,2,3,0,4,4,3,2,4,3,0,1
23314,0,5,0,4,2,1,3,4,5,5,2,4,0,1
23316,1,4,0,4,4,2,5,4,1,1,5,2,0,1
23326,1,4,0,0,4,1,4,5,4,4,5,4,0,1
23327,0,3,0,1,1,0,3,3,2,3,3,3,1,0
23335,1,4,0,4,1,1,5,5,2,2,4,5,1,0
23360,0,2,0,3,3,0,3,4,3,3,3,4,1,0
23365,0,2,0,2,3,2,1,1,2,2,1,1,0,1
23367,1,4,0,4,2,1,3,4,2,1,4,3,1,0
23393,1,4,0,2,1,1,3,3,2,2,4,1,0,1
23459,0,4,1,5,4,0,3,4,4,4,2,4,0,1
23462,0,2,0,1,2,1,1,3,2,2,2,4,0,1
23472,1,4,0,4,3,1,5,4,4,4,5,4,0,1
23508,0,4,1,4,4,0,5,4,1,1,4,5,0,1
23529,0,1,0,0,1,1,4,2,4,4,1,2,0,1
23587,0,2,0,4,4,0,3,2,4,3,3,3,0,1
23603,1,4,0,3,2,1,3,3,3,1,3,4,1,0
23620,0,4,1,4,4,1,5,4,2,2,4,2,0,1
23624,0,2,1,2,4,0,4,4,4,3,2,1,0,1
23626,1,4,0,4,3,1,4,5,5,5,5,3,1,0
23629,0,5,0,4,2,1,4,3,5,5,1,1,0,1
23633,0,3,0,2,2,1,3,3,3,1,3,3,1,0
23653,1,4,0,4,4,2,4,5,2,2,4,3,0,1
23658,1,4,0,4,5,1,4,5,5,4,3,5,0,1
23660,0,4,1,5,4,1,4,4,4,4,4,2,0,1
23672,0,2,0,4,3,0,3,4,2,4,3,4,0,1
23681,0,3,0,4,1,0,2,3,4,4,2,2,0,1
23689,0,3,1,3,3,0,5,4,1,5,3,5,0,1
23694,0,2,0,1,1,0,4,4,2,2,4,5,1,0
23698,0,2,0,4,3,0,4,2,4,4,4,3,1,0
23700,1,4,0,3,5,1,4,4,3,3,3,3,1,0
23723,1,4,0,4,3,1,4,5,5,5,4,4,1,0
23758,0,4,1,4,5,1,4,5,1,1,5,1,1,0
23807,1,4,0,4,4,1,3,3,3,4,3,4,1,0
23811,0,4,0,4,3,1,3,3,4,4,1,2,1,0
23826,1,4,0,4,3,1,3,4,2,2,3,3,1,0
23844,0,4,0,4,1,2,3,3,3,4,4,2,1,0
23865,1,4,0,4,1,1,5,1,1,3,4,2,0,1
23880,1,4,0,4,5,1,4,5,4,4,4,4,1,0
23915,0,4,0,4,1,1,1,1,4,4,4,2,0,1
23951,0,4,1,4,3,1,5,2,2,2,2,3,0,1
23959,0,4,0,4,2,1,4,3,5,5,2,2,0,1
24002,0,3,1,3,3,0,4,5,5,5,5,3,0,1
24012,1,4,0,4,4,2,4,5,3,3,2,2,1,0
24048,1,4,1,4,2,1,1,4,1,1,3,4,0,1
24102,0,4,1,4,3,1,3,3,5,5,2,1,0,1
24104,0,2,1,2,5,0,5,4,3,4,5,4,1,0
24115,0,5,0,4,4,1,3,4,4,5,3,5,0,1
24143,0,3,1,3,3,1,4,5,1,1,4,5,0,1
24145,0,4,0,4,1,1,1,1,3,4,2,3,1,0
24149,0,2,0,3,3,0,3,3,4,4,3,3,1,0
24154,0,4,0,4,2,0,2,1,4,4,3,2,1,0
24166,1,4,0,5,3,2,5,5,4,3,5,4,1,0
24212,0,4,1,4,5,0,4,5,2,4,4,3,1,0
24247,0,4,1,4,1,1,4,3,2,2,3,4,1,0
24264,0,3,1,4,1,1,3,3,3,3,3,4,0,1
24270,0,4,1,4,5,1,5,4,2,2,4,5,1,0
24280,0,3,0,3,2,1,4,4,4,4,3,3,0,1
24289,1,4,0,5,1,0,5,3,3,4,5,4,1,0
24290,1,4,0,4,4,1,4,4,1,1,4,4,1,0
24301,0,3,1,3,5,0,4,5,4,4,3,3,1,0
24319,1,4,0,5,1,1,5,4,3,3,5,2,1,0
24325,1,4,0,4,2,1,4,2,5,5,4,4,1,0
24332,1,4,0,3,3,1,3,3,4,1,3,4,1,0
24336,0,4,1,3,1,1,3,1,4,4,2,3,1,0
24341,0,3,0,3,1,1,3,3,3,3,2,1,0,1
24351,0,4,0,4,2,0,2,3,4,4,1,5,0,1
24358,0,4,0,2,1,0,4,4,1,3,4,4,0,1
24391,1,4,0,4,3,1,4,5,5,5,5,3,1,0
24402,0,2,1,2,5,0,4,4,3,3,4,3,0,1
24404,0,4,0,2,3,1,3,3,4,3,3,4,1,0
24405,0,4,1,4,1,1,1,1,2,2,3,1,1,0
24415,0,3,0,4,3,1,1,4,3,3,5,2,0,1
24431,1,4,0,2,2,1,1,1,2,5,1,4,0,1
24448,0,4,1,4,4,0,5,4,4,4,4,4,0,1
24460,1,4,0,4,3,1,4,3,4,4,1,2,1,0
24476,0,2,1,2,3,1,4,4,3,3,5,5,0,1
24503,1,4,0,4,3,1,5,4,1,1,3,5,1,0
24514,0,4,0,4,1,1,3,3,4,4,1,1,1,0
24531,0,4,0,4,4,1,1,3,4,4,3,1,1,0
24554,1,4,0,5,1,1,4,4,5,5,1,3,0,1
24573,1,4,0,4,4,1,3,4,3,3,4,2,1,0
24635,0,4,1,4,2,1,5,3,3,3,2,4,1,0
24652,0,4,0,2,1,0,3,3,1,3,3,3,1,0
24656,0,4,0,3,3,2,4,4,3,1,4,4,1,0
24664,0,4,1,4,4,0,4,5,4,4,3,2,1,0
24694,0,4,1,4,4,0,5,4,4,4,4,3,1,0
24699,0,3,0,4,2,0,3,2,3,3,4,2,0,1
24721,0,3,1,4,3,1,4,4,4,4,5,5,0,1
24751,0,3,0,4,3,1,3,3,4,2,3,3,1,0
24754,0,4,0,4,3,1,4,4,3,1,4,4,1,0
24773,0,4,0,4,2,1,4,3,4,4,4,1,1,0
24775,0,2,0,3,2,0,1,1,4,1,1,2,1,0
